"FARM","year","Plot","Size","TYPE_clean","plantID","totalBasal","AGM_kg"
"UTUA2",2022,"Plot 1","10x10","Co","UTUA2_22_13",0.993135977616073,0.317277426046652
"UTUA2",2022,"Plot 1","10x10","Co","UTUA2_22_14",0.590148179976843,0.2157884965688
"UTUA2",2022,"Plot 1","10x10","Co","UTUA2_22_15",0.470374960058732,0.182417579869647
"UTUA2",2022,"Plot 1","10x10","Co","UTUA2_22_16",0.457494430179014,0.178704813633087
"UTUA2",2022,"Plot 1","10x10","Co","UTUA2_22_17",2.83913582086544,0.690691634746321
"UTUA2",2022,"Plot 1","10x10","Co","UTUA2_22_18",0.159043128087983,0.081713998216841
"UTUA2",2022,"Plot 1","10x10","Co","UTUA2_22_19",0.311724531052447,0.134505891475751
"UTUA2",2022,"Plot 1","10x10","Co","UTUA2_22_2",1.26142799023264,0.378750539112879
"UTUA2",2022,"Plot 1","10x10","Co","UTUA2_22_20",0.321699087727595,0.137680318772826
"UTUA2",2022,"Plot 1","10x10","Co","UTUA2_22_21",0.255175863287831,0.115973809107996
"UTUA2",2022,"Plot 1","10x10","Co","UTUA2_22_22",29.4256490500325,3.90295040397166
"UTUA2",2022,"Plot 1","10x10","Co","UTUA2_22_23",20.6717582004372,3.00485163698014
"UTUA2",2022,"Plot 1","10x10","Co","UTUA2_22_24",7.11578590019722,1.36398871961354
"UTUA2",2022,"Plot 1","10x10","Co","UTUA2_22_25",1.4160728886056,0.412618333415132
"UTUA2",2022,"Plot 1","10x10","Co","UTUA2_22_3",2.10188256488425,0.552813112318125
"UTUA2",2022,"Plot 1","10x10","Co","UTUA2_22_4",12.7273772378556,2.09809022780558
"UTUA2",2022,"Plot 1","10x10","Co","UTUA2_22_6",0.576874951015426,0.212183501791827
"UTUA2",2022,"Plot 1","10x10","Co","UTUA2_22_7",1.67462596399604,0.467184103556062
"UTUA2",2022,"Plot 1","10x10","Co","UTUA2_22_8",0.321699087727595,0.137680318772826
"UTUA2",2022,"Plot 1","10x10","Co","UTUA2_22_9",0.229022104446696,0.107048287093855
"UTUA2",2023,"Plot 3","10x10","Co","UTUA2_23_1071",3.6305030103047,0.828640073527086
"UTUA2",2023,"Plot 3","10x10","Co","UTUA2_23_1072",5.26970751713152,1.0919672405755
"UTUA2",2023,"Plot 3","10x10","Co","UTUA2_23_1073",7.58278364815334,1.42973526202408
"UTUA2",2023,"Plot 3","10x10","Co","UTUA2_23_1074",8.24699487493857,1.52146908730607
"UTUA2",2023,"Plot 3","10x10","Co","UTUA2_23_1075",12.5350332276396,2.07456122696078
