"FARM","year","Plot","Size","plantID","TYPE","DBH_cm","basalA","gpsID","Notes","TYPE_clean"
"JAYU2/3",2022,"Plot 1","10x10","JAYU2/3_22_263","Co",1.31,1.34782178820636,NA,NA,"Co"
"JAYU2/3",2022,"Plot 1","10x10","JAYU2/3_22_263","Co",1.03,0.833228911548353,NA,NA,"Co"
"JAYU2/3",2022,"Plot 1","10x10","JAYU2/3_22_263","Co",1.99,3.11025526687023,NA,NA,"Co"
"JAYU2/3",2022,"Plot 1","10x10","JAYU2/3_22_263","Co",1.23,1.188228881404,NA,NA,"Co"
"JAYU2/3",2022,"Plot 1","10x10","JAYU2/3_22_263","Co",0.51,0.204282062299676,NA,NA,"Co"
"JAYU2/3",2022,"Plot 1","10x10","JAYU2/3_22_263","Co",0.8,0.502654824574367,NA,NA,"Co"
"JAYU2/3",2022,"Plot 1","10x10","JAYU2/3_22_263","Co",0.59,0.273397100678652,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_264","Co",2.25,3.97607820219958,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_264","Co",2.41,4.56167107282872,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_264","Co",2.33,4.26384808926841,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_264","Co",1.31,1.34782178820636,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_264","Co",1.92,2.89529178954835,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_264","Co",2.95,6.83492751696629,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_265","Co",2.35,4.33736135736241,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_265","Co",1.33,1.38929081123375,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_265","Co",0.94,0.693977817177985,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_265","Co",2.33,4.26384808926841,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_265","Co",0.75,0.441786466911065,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_265","Co",2.61,5.35021082887976,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_265","Co",0.88,0.608212337734984,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_265","Co",0.74,0.430084034276443,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_266","Co",2.78,6.06987116600084,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_266","Co",2.61,5.35021082887976,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_266","Co",1.16,1.05683176866761,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_266","Co",3.23,8.19398049890924,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_266","Co",0.62,0.301907054009979,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_266","Co",2.66,5.55716324493499,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_267","Co",3.4,9.0792027688745,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_267","Co",1.28,1.28679635091038,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_267","Co",2.81,6.20158243800259,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_267","Co",3.18,7.94226038754036,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_268","Co",1.27,1.26676869774374,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_268","Co",2.49,4.86954715288052,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_268","Co",1.39,1.51746779150021,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_268","Co",1.82,2.60155287643771,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_268","Co",2.87,6.46924613208844,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_268","Co",0.88,0.608212337734984,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_268","Co",1.23,1.188228881404,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_268","Co",1.02,0.817128249198705,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_268","Co",1.16,1.05683176866761,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_268","Co",0.58,0.264207942166902,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_268","Co",3.38,8.97270277791781,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_268","Co",1.16,1.05683176866761,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_268","Co",0.99,0.769768739945839,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_268","Co",2.34,4.30052618349907,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_268","Co",2.31,4.19096313970512,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_268","Co",1.97,3.04805173232916,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_269","Co",2.94,6.78866756514218,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_269","Co",1.05,0.865901475145687,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_269","Co",0.91,0.650388219109427,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_269","Co",1.48,1.72033613710577,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_269","Co",1.39,1.51746779150021,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_269","Co",1.37,1.47411381288067,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_269","Co",3.46,9.40247265292889,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_269","Co",2.38,4.44880935674851,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_269","Co",1.15,1.03868907109313,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_269","Co",2.2,3.80132711084365,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_269","Co",0.68,0.36316811075498,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_269","Co",0.64,0.321699087727595,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_270","Co",2.71,5.7680426518072,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_270","Co",3.25,8.29576810088555,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_270","Co",3.03,7.21066199833563,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_270","Co",2.06,3.33291564619341,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_270","Co",3.64,10.4062115057508,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_270","Co",1.03,0.833228911548353,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_271","Co",2.24,3.94081382466304,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_271","Co",0.8,0.502654824574367,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_271","Co",1.14,1.02070345315132,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_271","Co",0.76,0.453645979178366,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_271","Co",0.41,0.132025431267111,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_272","Co",3.17,7.89238760416462,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_272","Co",1.19,1.11220233918713,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_272","Co",0.79,0.490166993776348,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_272","Co",2.15,3.6305030103047,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_272","Co",0.79,0.490166993776348,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_272","Co",1.22,1.16898662640076,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_272","Co",2.04,3.26851299679482,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_273","Co",2.48,4.83051286415967,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_273","Co",1.69,2.24317569447945,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_273","Co",0.61,0.29224665660019,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_273","Co",1.23,1.188228881404,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_273","Co",0.8,0.502654824574367,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_273","Co",0.74,0.430084034276443,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_273","Co",0.67,0.352565235549115,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_273","Co",0.54,0.229022104446696,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_273","Co",0.79,0.490166993776348,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_273","Co",1.11,0.967689077121996,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_273","Co",0.56,0.24630086404144,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_273","Co",1.49,1.74366246255867,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_273","Co",1.03,0.833228911548353,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_273","Co",2.86,6.42424281732577,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_274","Co",3.52,9.73139740375975,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_274","Co",2.28,4.0828138126053,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_274","Co",2.29,4.11870650867256,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_274","Co",0.93,0.679290871522453,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_274","Co",1.2,1.13097335529233,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_274","Co",2.68,5.64104376878583,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_274","Co",0.97,0.738981131940659,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_274","Co",1.06,0.882473376393373,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_275","Co",1.2,1.13097335529233,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_275","Co",2.05,3.30063578167778,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_275","Co",3.4,9.0792027688745,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_275","Co",2.29,4.11870650867256,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_275","Co",0.93,0.679290871522453,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_275","Co",1.2,1.13097335529233,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_275","Co",2.68,5.64104376878583,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_275","Co",0.97,0.738981131940659,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_275","Co",1.06,0.882473376393373,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_276","Co",1.2,1.13097335529233,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_276","Co",2.05,3.30063578167778,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_276","Co",3.4,9.0792027688745,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_276","Co",0.75,0.441786466911065,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_276","Co",3.23,8.19398049890924,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_276","Co",2.81,6.20158243800259,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_277","Co",2.76,5.9828490494964,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_277","Co",0.96,0.723822947387088,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_277","Co",0.84,0.55417694409324,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_277","Co",1.16,1.05683176866761,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_277","Co",1.87,2.74645883758454,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_277","Co",1.47,1.69716689128555,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_277","Co",0.6,0.282743338823081,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_277","Co",0.7,0.38484510006475,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_277","Co",0.79,0.490166993776348,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_277","Co",0.8,0.502654824574367,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_277","Co",0.73,0.4185386812745,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_277","Co",0.5,0.196349540849362,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_278","Co",2.93,6.74256469295075,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_278","Co",1.11,0.967689077121996,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_278","Co",1.43,1.60606070433144,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_278","Co",1.3,1.32732289614169,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_278","Co",0.68,0.36316811075498,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_278","Co",0.76,0.453645979178366,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_278","Co",0.72,0.407150407905237,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_278","Co",0.87,0.594467869875528,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_278","Co",0.57,0.255175863287831,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_278","Co",1.23,1.188228881404,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_278","Co",0.76,0.453645979178366,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_279","Co",0.92,0.6647610054996,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_279","Co",0.69,0.373928065593525,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_279","Co",0.84,0.55417694409324,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_279","Co",2.21,3.83596316984948,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_279","Co",1,0.785398163397448,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_279","Co",2.61,5.35021082887976,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_279","Co",0.94,0.693977817177985,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_279","Co",3.47,9.45690074565234,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_280","Co",0.81,0.515299735005066,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_280","Co",1.56,1.91134497044403,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_280","Co",0.76,0.453645979178366,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_280","Co",1.17,1.07513154587477,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_280","Co",0.86,0.580880481648753,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_280","Co",1.51,1.79078635236252,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_280","Co",1.77,2.46057390610787,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_281","Co",1.05,0.865901475145687,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_281","Co",1.78,2.48845554090848,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_281","Co",1.01,0.801184666481737,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_281","Co",0.93,0.679290871522453,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_281","Co",1.12,0.985203456165759,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_281","Co",1.52,1.81458391671346,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_281","Co",0.95,0.708821842466197,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_281","Co",1.65,2.13824649984955,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_281","Co",0.94,0.693977817177985,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_281","Co",1.62,2.06119894002026,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_281","Co",2.06,3.33291564619341,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_282","Co",0.97,0.738981131940659,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_282","Co",0.85,0.567450173054656,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_282","Co",1.96,3.01718558450764,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_282","Co",0.94,0.693977817177985,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_282","Co",0.63,0.311724531052447,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_282","Co",2.11,3.49667116326178,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_282","Co",2.09,3.43069771753639,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_283","Co",0.99,0.769768739945839,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_283","Co",1.24,1.20762821603992,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_283","Co",1.95,2.9864765163188,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_283","Co",0.52,0.21237166338267,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_283","Co",0.79,0.490166993776348,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_283","Co",2.23,3.90570652675917,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_283","Co",0.63,0.311724531052447,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_283","Co",1.39,1.51746779150021,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_283","Co",0.75,0.441786466911065,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_283","Co",0.89,0.622113885227119,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_283","Co",2.66,5.55716324493499,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_283","Co",0.62,0.301907054009979,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_283","Co",0.51,0.204282062299676,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_283","Co",1.2,1.13097335529233,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_283","Co",0.93,0.679290871522453,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_284","Co",0.91,0.650388219109427,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_284","Co",1.9,2.83528736986479,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_284","Co",2.5,4.90873852123405,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_284","Co",0.72,0.407150407905237,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_284","Co",0.89,0.622113885227119,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_284","Co",2.65,5.51545860245858,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_284","Co",0.79,0.490166993776348,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_284","Co",0.59,0.273397100678652,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_284","Co",0.88,0.608212337734984,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_284","Co",2.35,4.33736135736241,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_285","Co",2.69,5.68321965016028,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_285","Co",2.83,6.29017535083382,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_285","Co",1.41,1.56145008865047,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_285","Co",1.05,0.865901475145687,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_285","Co",2.55,5.10705155749191,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_285","Co",0.52,0.21237166338267,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_285","Co",2.83,6.29017535083382,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_285","Co",0.58,0.264207942166902,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_285","Co",1.34,1.41026094219646,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_286","Co",0.59,0.273397100678652,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_286","Co",2.74,5.89645525152268,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_286","Co",0.56,0.24630086404144,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_286","Co",1.89,2.80552077947202,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_286","Co",0.59,0.273397100678652,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_286","Co",2.78,6.06987116600084,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_287","Co",2.5,4.90873852123405,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_287","Co",0.95,0.708821842466197,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_287","Co",0.87,0.594467869875528,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_287","Co",1.02,0.817128249198705,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_287","Co",1.27,1.26676869774374,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_287","Co",1.03,0.833228911548353,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_287","Co",0.83,0.541060794764502,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_287","Co",2.34,4.30052618349907,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_288","Co",3.04,7.25833566685386,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_288","Co",1.34,1.41026094219646,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_288","Co",0.71,0.395919214168654,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_288","Co",0.84,0.55417694409324,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_288","Co",2.63,5.43252055640381,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_288","Co",0.92,0.6647610054996,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_288","Co",0.88,0.608212337734984,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_288","Co",2.72,5.81068977207968,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_288","Co",0.91,0.650388219109427,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_288","Co",1.11,0.967689077121996,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_289","Co",2.57,5.1874763294238,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_289","Co",0.74,0.430084034276443,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_289","Co",0.62,0.301907054009979,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_289","Co",1.44,1.62860163162095,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_289","Co",0.73,0.4185386812745,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_289","Co",2.72,5.81068977207968,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_289","Co",1.25,1.22718463030851,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_289","Co",1.19,1.11220233918713,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_289","Co",1.35,1.43138815279185,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_289","Co",2.59,5.26852941988642,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_289","Co",0.72,0.407150407905237,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_290","Co",2.75,5.9395736106932,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_290","Co",0.6,0.282743338823081,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_290","Co",0.8,0.502654824574367,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_290","Co",1.4,1.539380400259,NA,NA,"Co"
"ADJU8",2022,"Plot 1","10x10","ADJU8_22_290","Co",0.54,0.229022104446696,NA,NA,"Co"
