"FARM","TYPE","DBH_cm","basalA"
"JAYU2","Co",2.23,3.90570652675917
"JAYU2","Co",1.5,1.76714586764426
"JAYU2","Co",1.94,2.95592452776264
"JAYU2","Co",1.22,1.16898662640076
"JAYU2","Co",1.68,2.21670777637296
"JAYU2","Co",0.67,0.352565235549115
"JAYU2","Co",2.05,3.30063578167778
"JAYU2","Co",1.92,2.89529178954835
"JAYU2","Co",1.87,2.74645883758454
"JAYU2","Co",1.31,1.34782178820636
"JAYU2","Co",1.03,0.833228911548353
"JAYU2","Co",1.99,3.11025526687023
"JAYU2","Co",1.23,1.188228881404
"JAYU2","Co",0.51,0.204282062299676
"JAYU2","Co",0.8,0.502654824574367
"JAYU2","Co",0.59,0.273397100678652
"ADJU8","Co",2.25,3.97607820219958
"ADJU8","Co",2.41,4.56167107282872
"ADJU8","Co",2.33,4.26384808926841
"ADJU8","Co",1.31,1.34782178820636
"ADJU8","Co",1.92,2.89529178954835
"ADJU8","Co",2.95,6.83492751696629
"ADJU8","Co",2.35,4.33736135736241
"ADJU8","Co",1.33,1.38929081123375
"ADJU8","Co",0.94,0.693977817177985
"ADJU8","Co",2.33,4.26384808926841
"ADJU8","Co",0.75,0.441786466911065
"ADJU8","Co",2.61,5.35021082887976
"ADJU8","Co",0.88,0.608212337734984
"ADJU8","Co",0.74,0.430084034276443
"ADJU8","Co",2.78,6.06987116600084
"ADJU8","Co",2.61,5.35021082887976
"ADJU8","Co",1.16,1.05683176866761
"ADJU8","Co",3.23,8.19398049890924
"ADJU8","Co",0.62,0.301907054009979
"ADJU8","Co",2.66,5.55716324493499
"ADJU8","Co",3.4,9.0792027688745
"ADJU8","Co",1.28,1.28679635091038
"ADJU8","Co",2.81,6.20158243800259
"ADJU8","Co",3.18,7.94226038754036
"ADJU8","Co",1.27,1.26676869774374
"ADJU8","Co",2.49,4.86954715288052
"ADJU8","Co",1.39,1.51746779150021
"ADJU8","Co",1.82,2.60155287643771
"ADJU8","Co",2.87,6.46924613208844
"ADJU8","Co",0.88,0.608212337734984
"ADJU8","Co",1.23,1.188228881404
"ADJU8","Co",1.02,0.817128249198705
"ADJU8","Co",1.16,1.05683176866761
"ADJU8","Co",0.58,0.264207942166902
"ADJU8","Co",3.38,8.97270277791781
"ADJU8","Co",1.16,1.05683176866761
"ADJU8","Co",0.99,0.769768739945839
"ADJU8","Co",2.34,4.30052618349907
"ADJU8","Co",2.31,4.19096313970512
"ADJU8","Co",1.97,3.04805173232916
"ADJU8","Co",2.94,6.78866756514218
"ADJU8","Co",1.05,0.865901475145687
"ADJU8","Co",0.91,0.650388219109427
"ADJU8","Co",1.48,1.72033613710577
"ADJU8","Co",1.39,1.51746779150021
"ADJU8","Co",1.37,1.47411381288067
"ADJU8","Co",3.46,9.40247265292889
"ADJU8","Co",2.38,4.44880935674851
"ADJU8","Co",1.15,1.03868907109313
"ADJU8","Co",2.2,3.80132711084365
"ADJU8","Co",0.68,0.36316811075498
"ADJU8","Co",0.64,0.321699087727595
"ADJU8","Co",2.71,5.7680426518072
"ADJU8","Co",3.25,8.29576810088555
"ADJU8","Co",3.03,7.21066199833563
"ADJU8","Co",2.06,3.33291564619341
"ADJU8","Co",3.64,10.4062115057508
"ADJU8","Co",1.03,0.833228911548353
"ADJU8","Co",2.24,3.94081382466304
"ADJU8","Co",0.8,0.502654824574367
"ADJU8","Co",1.14,1.02070345315132
"ADJU8","Co",0.76,0.453645979178366
"ADJU8","Co",0.41,0.132025431267111
"ADJU8","Co",3.17,7.89238760416462
"ADJU8","Co",1.19,1.11220233918713
"ADJU8","Co",0.79,0.490166993776348
"ADJU8","Co",2.15,3.6305030103047
"ADJU8","Co",0.79,0.490166993776348
"ADJU8","Co",1.22,1.16898662640076
"ADJU8","Co",2.04,3.26851299679482
"ADJU8","Co",2.48,4.83051286415967
"ADJU8","Co",1.69,2.24317569447945
"ADJU8","Co",0.61,0.29224665660019
"ADJU8","Co",1.23,1.188228881404
"ADJU8","Co",0.8,0.502654824574367
"ADJU8","Co",0.74,0.430084034276443
"ADJU8","Co",0.67,0.352565235549115
"ADJU8","Co",0.54,0.229022104446696
"ADJU8","Co",0.79,0.490166993776348
"ADJU8","Co",1.11,0.967689077121996
"ADJU8","Co",0.56,0.24630086404144
"ADJU8","Co",1.49,1.74366246255867
"ADJU8","Co",1.03,0.833228911548353
"ADJU8","Co",2.86,6.42424281732577
"ADJU8","Co",3.52,9.73139740375975
"ADJU8","Co",2.28,4.0828138126053
"ADJU8","Co",2.29,4.11870650867256
"ADJU8","Co",0.93,0.679290871522453
"ADJU8","Co",1.2,1.13097335529233
"ADJU8","Co",2.68,5.64104376878583
"ADJU8","Co",0.97,0.738981131940659
"ADJU8","Co",1.06,0.882473376393373
"ADJU8","Co",1.2,1.13097335529233
"ADJU8","Co",2.05,3.30063578167778
"ADJU8","Co",3.4,9.0792027688745
"ADJU8","Co",2.29,4.11870650867256
"ADJU8","Co",0.93,0.679290871522453
"ADJU8","Co",1.2,1.13097335529233
"ADJU8","Co",2.68,5.64104376878583
"ADJU8","Co",0.97,0.738981131940659
"ADJU8","Co",1.06,0.882473376393373
"ADJU8","Co",1.2,1.13097335529233
"ADJU8","Co",2.05,3.30063578167778
"ADJU8","Co",3.4,9.0792027688745
"ADJU8","Co",0.75,0.441786466911065
"ADJU8","Co",3.23,8.19398049890924
"ADJU8","Co",2.81,6.20158243800259
"ADJU8","Co",2.76,5.9828490494964
"ADJU8","Co",0.96,0.723822947387088
"ADJU8","Co",0.84,0.55417694409324
"ADJU8","Co",1.16,1.05683176866761
"ADJU8","Co",1.87,2.74645883758454
"ADJU8","Co",1.47,1.69716689128555
"ADJU8","Co",0.6,0.282743338823081
"ADJU8","Co",0.7,0.38484510006475
"ADJU8","Co",0.79,0.490166993776348
"ADJU8","Co",0.8,0.502654824574367
"ADJU8","Co",0.73,0.4185386812745
"ADJU8","Co",0.5,0.196349540849362
"ADJU8","Co",2.93,6.74256469295075
"ADJU8","Co",1.11,0.967689077121996
"ADJU8","Co",1.43,1.60606070433144
"ADJU8","Co",1.3,1.32732289614169
"ADJU8","Co",0.68,0.36316811075498
"ADJU8","Co",0.76,0.453645979178366
"ADJU8","Co",0.72,0.407150407905237
"ADJU8","Co",0.87,0.594467869875528
"ADJU8","Co",0.57,0.255175863287831
"ADJU8","Co",1.23,1.188228881404
"ADJU8","Co",0.76,0.453645979178366
"ADJU8","Co",0.92,0.6647610054996
"ADJU8","Co",0.69,0.373928065593525
"ADJU8","Co",0.84,0.55417694409324
"ADJU8","Co",2.21,3.83596316984948
"ADJU8","Co",1,0.785398163397448
"ADJU8","Co",2.61,5.35021082887976
"ADJU8","Co",0.94,0.693977817177985
"ADJU8","Co",3.47,9.45690074565234
"ADJU8","Co",0.81,0.515299735005066
"ADJU8","Co",1.56,1.91134497044403
"ADJU8","Co",0.76,0.453645979178366
"ADJU8","Co",1.17,1.07513154587477
"ADJU8","Co",0.86,0.580880481648753
"ADJU8","Co",1.51,1.79078635236252
"ADJU8","Co",1.77,2.46057390610787
"ADJU8","Co",1.05,0.865901475145687
"ADJU8","Co",1.78,2.48845554090848
"ADJU8","Co",1.01,0.801184666481737
"ADJU8","Co",0.93,0.679290871522453
"ADJU8","Co",1.12,0.985203456165759
"ADJU8","Co",1.52,1.81458391671346
"ADJU8","Co",0.95,0.708821842466197
"ADJU8","Co",1.65,2.13824649984955
"ADJU8","Co",0.94,0.693977817177985
"ADJU8","Co",1.62,2.06119894002026
"ADJU8","Co",2.06,3.33291564619341
"ADJU8","Co",0.97,0.738981131940659
"ADJU8","Co",0.85,0.567450173054656
"ADJU8","Co",1.96,3.01718558450764
"ADJU8","Co",0.94,0.693977817177985
"ADJU8","Co",0.63,0.311724531052447
"ADJU8","Co",2.11,3.49667116326178
"ADJU8","Co",2.09,3.43069771753639
"ADJU8","Co",0.99,0.769768739945839
"ADJU8","Co",1.24,1.20762821603992
"ADJU8","Co",1.95,2.9864765163188
"ADJU8","Co",0.52,0.21237166338267
"ADJU8","Co",0.79,0.490166993776348
"ADJU8","Co",2.23,3.90570652675917
"ADJU8","Co",0.63,0.311724531052447
"ADJU8","Co",1.39,1.51746779150021
"ADJU8","Co",0.75,0.441786466911065
"ADJU8","Co",0.89,0.622113885227119
"ADJU8","Co",2.66,5.55716324493499
"ADJU8","Co",0.62,0.301907054009979
"ADJU8","Co",0.51,0.204282062299676
"ADJU8","Co",1.2,1.13097335529233
"ADJU8","Co",0.93,0.679290871522453
"ADJU8","Co",0.91,0.650388219109427
"ADJU8","Co",1.9,2.83528736986479
"ADJU8","Co",2.5,4.90873852123405
"ADJU8","Co",0.72,0.407150407905237
"ADJU8","Co",0.89,0.622113885227119
"ADJU8","Co",2.65,5.51545860245858
"ADJU8","Co",0.79,0.490166993776348
"ADJU8","Co",0.59,0.273397100678652
"ADJU8","Co",0.88,0.608212337734984
"ADJU8","Co",2.35,4.33736135736241
"ADJU8","Co",2.69,5.68321965016028
"ADJU8","Co",2.83,6.29017535083382
"ADJU8","Co",1.41,1.56145008865047
"ADJU8","Co",1.05,0.865901475145687
"ADJU8","Co",2.55,5.10705155749191
"ADJU8","Co",0.52,0.21237166338267
"ADJU8","Co",2.83,6.29017535083382
"ADJU8","Co",0.58,0.264207942166902
"ADJU8","Co",1.34,1.41026094219646
"ADJU8","Co",0.59,0.273397100678652
"ADJU8","Co",2.74,5.89645525152268
"ADJU8","Co",0.56,0.24630086404144
"ADJU8","Co",1.89,2.80552077947202
"ADJU8","Co",0.59,0.273397100678652
"ADJU8","Co",2.78,6.06987116600084
"ADJU8","Co",2.5,4.90873852123405
"ADJU8","Co",0.95,0.708821842466197
"ADJU8","Co",0.87,0.594467869875528
"ADJU8","Co",1.02,0.817128249198705
"ADJU8","Co",1.27,1.26676869774374
"ADJU8","Co",1.03,0.833228911548353
"ADJU8","Co",0.83,0.541060794764502
"ADJU8","Co",2.34,4.30052618349907
"ADJU8","Co",3.04,7.25833566685386
"ADJU8","Co",1.34,1.41026094219646
"ADJU8","Co",0.71,0.395919214168654
"ADJU8","Co",0.84,0.55417694409324
"ADJU8","Co",2.63,5.43252055640381
"ADJU8","Co",0.92,0.6647610054996
"ADJU8","Co",0.88,0.608212337734984
"ADJU8","Co",2.72,5.81068977207968
"ADJU8","Co",0.91,0.650388219109427
"ADJU8","Co",1.11,0.967689077121996
"ADJU8","Co",2.57,5.1874763294238
"ADJU8","Co",0.74,0.430084034276443
"ADJU8","Co",0.62,0.301907054009979
"ADJU8","Co",1.44,1.62860163162095
"ADJU8","Co",0.73,0.4185386812745
"ADJU8","Co",2.72,5.81068977207968
"ADJU8","Co",1.25,1.22718463030851
"ADJU8","Co",1.19,1.11220233918713
"ADJU8","Co",1.35,1.43138815279185
"ADJU8","Co",2.59,5.26852941988642
"ADJU8","Co",0.72,0.407150407905237
"ADJU8","Co",2.75,5.9395736106932
"ADJU8","Co",0.6,0.282743338823081
"ADJU8","Co",0.8,0.502654824574367
"ADJU8","Co",1.4,1.539380400259
"ADJU8","Co",0.54,0.229022104446696
"ADJU8","Co",0.77,0.465662571078347
"ADJU8","Co",0.86,0.580880481648753
"ADJU8","Co",3.91,12.0072456618365
"ADJU8","Co",2.38,4.44880935674851
"ADJU8","Co",0.79,0.490166993776348
"ADJU8","Co",2.51,4.94808696922026
"ADJU8","Co",0.44,0.152053084433746
"ADJU8","Co",1.2,1.13097335529233
"ADJU8","Co",2.85,6.37939658219577
"ADJU8","Co",0.81,0.515299735005066
"ADJU8","Co",1.92,2.89529178954835
"ADJU8","Co",1.52,1.81458391671346
"ADJU8","Co",1.69,2.24317569447945
"ADJU8","Co",0.61,0.29224665660019
"ADJU8","Co",1.38,1.4957122623741
"ADJU8","Co",0.5,0.196349540849362
"ADJU8","Co",0.74,0.430084034276443
"ADJU8","Co",0.91,0.650388219109427
"ADJU8","Co",0.79,0.490166993776348
"ADJU8","Co",1.21,1.1499014510302
"ADJU8","Co",2.39,4.48627284914256
"ADJU8","Co",1.03,0.833228911548353
"ADJU8","Co",1.38,1.4957122623741
"ADJU8","Co",1.02,0.817128249198705
"ADJU8","Co",0.77,0.465662571078347
"ADJU8","Co",2.52,4.98759249683916
"ADJU8","Co",1.36,1.45267244301992
"ADJU8","Co",0.83,0.541060794764502
"ADJU8","Co",0.59,0.273397100678652
"ADJU8","Co",3.22,8.1433223173701
"ADJU8","Co",1.45,1.65129963854314
"ADJU8","Co",0.92,0.6647610054996
"ADJU8","Co",0.91,0.650388219109427
"ADJU8","Co",2.72,5.81068977207968
"ADJU7","Co",0.51,0.204282062299676
"ADJU7","Co",0.5,0.196349540849362
"ADJU7","Co",1.07,0.899202357273738
"ADJU7","Co",1.05,0.865901475145687
"ADJU7","Co",0.53,0.220618344098343
"ADJU7","Co",1.03,0.833228911548353
"ADJU7","Co",0.56,0.24630086404144
"ADJU7","Co",0.79,0.490166993776348
"ADJU7","Co",0.97,0.738981131940659
"ADJU7","Co",2.54,5.06707479097498
"ADJU7","Co",2.28,4.0828138126053
"ADJU7","Co",0.74,0.430084034276443
"ADJU7","Co",2.61,5.35021082887976
"ADJU7","Co",0.76,0.453645979178366
"ADJU7","Co",0.98,0.75429639612691
"ADJU7","Co",1.82,2.60155287643771
"ADJU7","Co",1.43,1.60606070433144
"ADJU7","Co",1.18,1.09358840271461
"ADJU7","Co",0.54,0.229022104446696
"ADJU7","Co",0.52,0.21237166338267
"ADJU7","Co",0.31,0.0754767635024948
"ADJU7","Co",0.9,0.636172512351933
"ADJU7","Co",0.76,0.453645979178366
"ADJU7","Co",0.61,0.29224665660019
"ADJU7","Co",1.18,1.09358840271461
"ADJU7","Co",0.54,0.229022104446696
"ADJU7","Co",0.52,0.21237166338267
"ADJU7","Co",0.31,0.0754767635024948
"ADJU7","Co",0.9,0.636172512351933
"ADJU7","Co",0.76,0.453645979178366
"ADJU7","Co",0.61,0.29224665660019
"ADJU7","Co",0.66,0.342119439975928
"ADJU7","Co",0.57,0.255175863287831
"ADJU7","Co",1.17,1.07513154587477
"ADJU7","Co",1.64,2.11240690027378
"ADJU7","Co",0.94,0.693977817177985
"ADJU7","Co",0.68,0.36316811075498
"ADJU7","Co",1.13,1.0028749148422
"ADJU7","Co",1.41,1.56145008865047
"ADJU7","Co",1.09,0.933131557932508
"ADJU7","Co",1.97,3.04805173232916
"ADJU7","Co",1.64,2.11240690027378
"ADJU7","Co",1.18,1.09358840271461
"ADJU7","Co",0.65,0.331830724035422
"ADJU7","Co",0.61,0.29224665660019
"ADJU7","Co",0.5,0.196349540849362
"ADJU7","Co",2.38,4.44880935674851
"ADJU7","Co",0.6,0.282743338823081
"ADJU7","Co",1.66,2.16424317905801
"ADJU7","Co",0.52,0.21237166338267
"ADJU7","Co",0.78,0.477836242611008
"ADJU7","Co",0.67,0.352565235549115
"ADJU7","Co",1.86,2.71716348608981
"ADJU7","Co",2.07,3.36535259034173
"ADJU7","Co",1.11,0.967689077121996
"ADJU7","Co",0.86,0.580880481648753
"ADJU7","Co",2.03,3.23654729154455
"ADJU7","Co",1.42,1.58367685667461
"ADJU7","Co",1.79,2.51649425534176
"ADJU7","Co",1.01,0.801184666481737
"ADJU7","Co",0.75,0.441786466911065
"ADJU7","Co",2.84,6.33470742669846
"ADJU7","Co",1.24,1.20762821603992
"ADJU7","Co",0.82,0.528101725068444
"ADJU7","Co",1.61,2.03583057934253
"ADJU7","Co",0.51,0.204282062299676
"ADJU7","Co",1.94,2.95592452776264
"ADJU7","Co",0.98,0.75429639612691
"ADJU7","Co",0.54,0.229022104446696
"ADJU7","Co",1.36,1.45267244301992
"ADJU7","Co",1.64,2.11240690027378
"ADJU7","Co",1.62,2.06119894002026
"ADJU7","Co",2.4,4.5238934211693
"ADJU7","Co",0.81,0.515299735005066
"ADJU7","Co",1.93,2.92552961883916
"ADJU7","Co",1.37,1.47411381288067
"ADJU7","Co",0.62,0.301907054009979
"ADJU7","Co",0.86,0.580880481648753
"ADJU7","Co",0.39,0.119459060652752
"ADJU7","Co",0.57,0.255175863287831
"ADJU7","Co",0.52,0.21237166338267
"ADJU7","Co",0.54,0.229022104446696
"ADJU7","Co",0.43,0.145220120412188
"ADJU7","Co",0.49,0.188574099031727
"ADJU7","Co",2.8,6.15752160103599
"ADJU7","Co",2.3,4.1547562843725
"ADJU7","Co",1.25,1.22718463030851
"ADJU7","Co",0.62,0.301907054009979
"ADJU7","Co",1,0.785398163397448
"ADJU7","Co",1.79,2.51649425534176
"ADJU7","Co",1.06,0.882473376393373
"ADJU7","Co",1.36,1.45267244301992
"ADJU7","Co",1.45,1.65129963854314
"ADJU7","Co",1.1,0.950331777710913
"ADJU7","Co",1.02,0.817128249198705
"ADJU7","Co",1.73,2.35061816323222
"ADJU7","Co",0.74,0.430084034276443
"ADJU7","Co",0.48,0.180955736846772
"ADJU7","Co",0.44,0.152053084433746
"ADJU7","Co",0.62,0.301907054009979
"ADJU7","Co",0.71,0.395919214168654
"ADJU7","Co",0.5,0.196349540849362
"ADJU7","Co",0.59,0.273397100678652
"ADJU7","Co",0.84,0.55417694409324
"ADJU7","Co",0.62,0.301907054009979
"ADJU7","Co",1.91,2.86521103989023
"ADJU7","Co",1.29,1.30698108370969
"ADJU7","Co",1.13,1.0028749148422
"ADJU7","Co",0.8,0.502654824574367
"ADJU7","Co",0.75,0.441786466911065
"ADJU7","Co",0.61,0.29224665660019
"ADJU7","Co",1.43,1.60606070433144
"ADJU7","Co",1.21,1.1499014510302
"ADJU7","Co",0.5,0.196349540849362
"ADJU7","Co",1.6,2.01061929829747
"ADJU7","Co",1.07,0.899202357273738
"ADJU7","Co",1.88,2.77591126871194
"ADJU7","Co",0.64,0.321699087727595
"ADJU7","Co",1.83,2.63021990940171
"ADJU7","Co",0.85,0.567450173054656
"ADJU7","Co",1.24,1.20762821603992
"ADJU7","Co",1.54,1.86265028431339
"ADJU7","Co",0.6,0.282743338823081
"ADJU7","Co",0.64,0.321699087727595
"ADJU7","Co",0.63,0.311724531052447
"ADJU7","Co",2.03,3.23654729154455
"ADJU7","Co",0.94,0.693977817177985
"ADJU7","Co",1.56,1.91134497044403
"ADJU7","Co",1.7,2.26980069221863
"ADJU7","Co",0.88,0.608212337734984
"ADJU7","Co",1.37,1.47411381288067
"ADJU7","Co",0.83,0.541060794764502
"ADJU7","Co",0.67,0.352565235549115
"ADJU7","Co",1.6,2.01061929829747
"ADJU7","Co",0.6,0.282743338823081
"ADJU7","Co",0.83,0.541060794764502
"ADJU7","Co",0.69,0.373928065593525
"ADJU7","Co",0.55,0.237582944427728
"ADJU7","Co",0.5,0.196349540849362
"ADJU7","Co",1.23,1.188228881404
"ADJU7","Co",1.41,1.56145008865047
"ADJU7","Co",0.5,0.196349540849362
"ADJU7","Co",0.31,0.0754767635024948
"ADJU7","Co",0.96,0.723822947387088
"ADJU7","Co",1.43,1.60606070433144
"ADJU7","Co",1.53,1.83853856069709
"ADJU7","Co",1.45,1.65129963854314
"ADJU7","Co",0.65,0.331830724035422
"ADJU7","Co",0.46,0.1661902513749
"ADJU7","Co",1.19,1.11220233918713
"ADJU7","Co",2.11,3.49667116326178
"ADJU7","Co",1,0.785398163397448
"ADJU7","Co",0.51,0.204282062299676
"ADJU7","Co",0.75,0.441786466911065
"ADJU7","Co",1.63,2.08672438033068
"ADJU7","Co",1.38,1.4957122623741
"ADJU7","Co",1.84,2.6590440219984
"ADJU7","Co",1.18,1.09358840271461
"ADJU7","Co",1.22,1.16898662640076
"ADJU7","Co",1.99,3.11025526687023
"ADJU7","Co",2.82,6.24580035460187
"ADJU7","Co",0.82,0.528101725068444
"ADJU7","Co",0.67,0.352565235549115
"ADJU7","Co",1.05,0.865901475145687
"ADJU7","Co",0.52,0.21237166338267
"ADJU7","Co",0.79,0.490166993776348
"ADJU7","Co",0.71,0.395919214168654
"ADJU7","Co",0.45,0.159043128087983
"ADJU7","Co",0.49,0.188574099031727
"ADJU7","Co",0.71,0.395919214168654
"ADJU7","Co",2.83,6.29017535083382
"ADJU7","Co",0.74,0.430084034276443
"ADJU7","Co",2.03,3.23654729154455
"ADJU7","Co",1.93,2.92552961883916
"ADJU7","Co",0.93,0.679290871522453
"ADJU7","Co",1.4,1.539380400259
"ADJU7","Co",1.28,1.28679635091038
"ADJU7","Co",0.6,0.282743338823081
"ADJU7","Co",0.49,0.188574099031727
"ADJU7","Co",0.87,0.594467869875528
"ADJU7","Co",0.84,0.55417694409324
"ADJU7","Co",0.87,0.594467869875528
"ADJU7","Co",0.5,0.196349540849362
"ADJU7","Co",0.47,0.173494454294496
"ADJU7","Co",0.62,0.301907054009979
"ADJU7","Co",0.47,0.173494454294496
"ADJU7","Co",1.14,1.02070345315132
"ADJU7","Co",1.72,2.32352192659501
"ADJU7","Co",1.29,1.30698108370969
"ADJU7","Co",0.97,0.738981131940659
"ADJU7","Co",0.99,0.769768739945839
"ADJU7","Co",2.3,4.1547562843725
"ADJU7","Co",1,0.785398163397448
"ADJU7","Co",0.71,0.395919214168654
"ADJU7","Co",0.78,0.477836242611008
"ADJU7","Co",3.09,7.49906020393518
"ADJU7","Co",0.69,0.373928065593525
"ADJU7","Co",0.91,0.650388219109427
"ADJU7","Co",1.39,1.51746779150021
"ADJU7","Co",1.66,2.16424317905801
"ADJU7","Co",0.89,0.622113885227119
"ADJU7","Co",0.95,0.708821842466197
"ADJU7","Co",0.73,0.4185386812745
"ADJU7","Co",1.06,0.882473376393373
"ADJU7","Co",0.8,0.502654824574367
"ADJU7","Co",2.17,3.69836141162224
"ADJU7","Co",2.91,6.65083018746593
"ADJU7","Co",0.6,0.282743338823081
"ADJU7","Co",0.74,0.430084034276443
"ADJU7","Co",1.1,0.950331777710913
"ADJU7","Co",2.98,6.9746498502347
"ADJU7","Co",1.25,1.22718463030851
"ADJU7","Co",2.33,4.26384808926841
"ADJU7","Co",0.99,0.769768739945839
"ADJU7","Co",1.4,1.539380400259
"ADJU7","Co",1.99,3.11025526687023
"ADJU7","Co",1.12,0.985203456165759
"ADJU7","Co",1.28,1.28679635091038
"ADJU7","Co",0.62,0.301907054009979
"ADJU7","Co",1.78,2.48845554090848
"ADJU7","Co",0.7,0.38484510006475
"ADJU7","Co",1.55,1.88691908756237
"ADJU7","Co",0.93,0.679290871522453
